crash_date,news_date,headline
2024-08-01,2024-07-30,Olympic Opening Ceremony Featured da Vinci's 'Last Supper'?
2024-08-01,2024-07-30,Exclusive | Paris Olympics admitted opening ceremony drag show was based on 'Last Supper' - New York Post
2024-08-01,2024-07-30,Highlights From the U.S. Gymnastic Team’s Gold Medal Day
2024-08-01,2024-07-30,US Dollar Exchange Rates for 30/07/2024 (30 July 2024)
2024-08-01,2024-07-31,US Dollar Exchange Rates for 31/07/2024 (31 July 2024)
2024-08-01,2024-07-31,07-31-2024 Daily Edition - The Hollywood Reporter
2024-08-01,2024-07-31,2024 Hall of Fame Game: How to watch Texans vs. Bears in NFL preseason opener - The Athletic - The New York Times
2024-08-01,2024-07-31,Olympic sharpshooter's 'Matrix'-inspired style turns heads in Paris
2024-08-01,2024-07-31,Business in Brief: 07/31/2024 | the BIZ | record-eagle.com
2024-08-01,2024-07-31,Paris 2024 being celebrated as the ‘gender-equal’ Olympics. What's the reality? - NPR
2024-08-01,2024-08-01,2024 Paris Olympics records list - The Mercury News
2024-08-01,2024-08-01,2024 Tennessee Primary Election: Live Results and Maps
2024-08-01,2024-08-01,Kamala Harris becomes Democrats' 2024 presidential nominee : NPR
2024-08-01,2024-08-01,"Majorities are confident 2024 election will be fair, but Republicans less sure - Pew Research Center"
2024-08-01,2024-08-01,Who is world's fastest man ahead of Olympic track and field - USA TODAY
2024-08-01,2024-08-01,A new limit on rent increases takes effect today. What to expect
2024-08-22,2024-08-16,Exchange Rates History for 16 August 2024 (16/08/2024)
2024-08-22,2024-08-16,"August 16, 2024, presidential campaign news | CNN Politics"
2024-08-22,2024-08-16,Massive data breach that includes Social Security numbers may be even worse than suspected - Los Angeles Times
2024-08-22,2024-08-16,"Kamala Harris unveils 2024 policy agenda, including $6,000 child tax credit - The Washington Post"
2024-08-22,2024-08-16,"Our interview with ""TIME's 2024 Kid of the Year,"" inventor of a cancer-fighting soap : Goats and Soda - NPR"
2024-08-22,2024-08-16,British Pound Exchange Rates for 16/08/2024 (16 August 2024)
2024-08-22,2024-08-17,Turkish Lira Exchange Rates for 17/08/2024 (17 August 2024)
2024-08-22,2024-08-17,"August 17, 2024, presidential campaign news | CNN Politics"
2024-08-22,2024-08-17,Trump's 20 core promises: What to know about his policy platforms - USA TODAY
2024-08-22,2024-08-17,"New Real Estate Commission Rules: What Agents, Buyers, Sellers Need to Know - Bloomberg.com"
2024-08-22,2024-08-17,"Flashback: Your Weekly History Quiz, Aug. 17, 2024"
2024-08-22,2024-08-17,"Deploying on U.S. Soil: How Trump Would Use Soldiers Against Riots, Crime and Migrants - The New York Times"
2024-08-22,2024-08-18,Exchange Rates History for 18 August 2024 (18/08/2024)
2024-08-22,2024-08-18,"DNC 2024 full schedule, dates, times, how to watch and livestream - USA TODAY"
2024-08-22,2024-08-18,"DNC 2024 lineup: See who’s speaking, the full schedule and how to watch - The Washington Post"
2024-08-22,2024-08-18,"August 18, 2024, presidential campaign news | CNN Politics"
2024-08-22,2024-08-18,Watch: DNC Night 4 livestream and analysis from NPR : NPR
2024-08-22,2024-08-19,Exchange Rates History for 19 August 2024 (19/08/2024)
2024-08-22,2024-08-19,How to watch DNC 2024: What is the schedule today? Speakers? Live stream? - IndyStar
2024-08-22,2024-08-19,Fantasy football 2024 rankings: Who are the best NFL QBs to draft?
2024-08-22,2024-08-19,Highlights From Night 1 of the Democratic Convention
2024-08-22,2024-08-19,Here’s What To Know About Democrats’ 2024 Party Platform
2024-08-22,2024-08-19,Glimpse August’s rare super blue moon peaking today | CNN
2024-08-22,2024-08-19,"PS5 and PS4 Releases: Every Game Release Date for Week Beginning August 19, 2024"
2024-08-22,2024-08-19,California’s COVID surge fueled by ‘much more infectious’ variant - Los Angeles Times
2024-08-22,2024-08-19,2024 Iowa State Fair attendance sets new record. See daily totals - The Des Moines Register
2024-08-22,2024-08-20,Exchange Rates History for 20 August 2024 (20/08/2024)
2024-08-22,2024-08-20,"What time does the 2024 DNC start? How to watch, stream Day 2 events - The Columbus Dispatch"
2024-08-22,2024-08-20,Highlights From Night 2 of the Democratic Convention
2024-08-22,2024-08-20,US Dollar Exchange Rates for 20/08/2024 (20 August 2024)
2024-08-22,2024-08-21,Exchange Rates History for 21 August 2024 (21/08/2024)
2024-08-22,2024-08-21,"US job totals will likely be revised down by 818,000 as Trump cries fraud"
2024-08-22,2024-08-21,"DNC Night 3: John Legend, Stevie Wonder, Shelia E and Maren Morris - NPR"
2024-08-22,2024-08-21,Tim Curry taking on first feature film role in 14 years with 'Stream' - New York Post
2024-08-22,2024-08-22,Exchange Rates History for 22 August 2024 (22/08/2024)
2024-08-22,2024-08-22,"2024 DNC Day 4 schedule: Convention times, speakers, where to watch - IndyStar"
2024-08-22,2024-08-22,Is ‘The Crow (2024)’ Streaming on Netflix or HBO Max?
2024-08-22,2024-08-22,"2024 Little League World Series: Bracket, schedule and results - USA TODAY"
2024-08-22,2024-08-22,LLWS games today: Little League World Series schedule Thursday
2024-08-22,2024-08-22,"‘Longlegs’ Comes to Digital, But Will ‘Longlegs’ Be Streaming on Hulu? - Decider"
2024-08-22,2024-08-22,Euro Exchange Rates for 22/08/2024 (22 August 2024)
2024-09-06,2024-08-31,Turkish Lira Exchange Rates for 31/08/2024 (31 August 2024)
2024-09-06,2024-08-31,"August 31, 2024, presidential campaign news | CNN Politics"
2024-09-06,2024-08-31,"Fantasy football cheat sheet: 2024 sleepers, breakouts, draft strategy, team names and more - For The Win"
2024-09-06,2024-08-31,"College football games today: Scores, schedules for Week 1 on Saturday"
2024-09-06,2024-08-31,College football 2-minute timeout: Explaining rule change for 2024 season - IndyStar
2024-09-06,2024-09-01,2024 Fall foliage map: When and where to expect autumn colors - USA TODAY
2024-09-06,2024-09-01,2024 NASCAR Cup Series Playoffs field set
2024-09-06,2024-09-01,Why isn’t Notre Dame-Miami’s rivalry game in 2024? How a scheduling conundrum delayed the rekindling - The Athletic - The New York Times
2024-09-06,2024-09-01,"Tropics, Labor Day: NHC tracking 3 disturbances, 3 tropical waves - Treasure Coast News"
2024-09-06,2024-09-02,2024 fantasy football cheat sheet generator: Customizable rankings and projections tool - The Athletic - The New York Times
2024-09-06,2024-09-02,Yulia Putintseva slammed for humiliating ball girl during US Open - New York Post
2024-09-06,2024-09-02,"It’s Fall, Y’All! Long Island Fall Festivals and Fairs for 2024 - LI Press"
2024-09-06,2024-09-02,"2 years after migrants began to arrive, many have settled in Chicago"
2024-09-06,2024-09-02,BYD tops 1 million EV sales for 2024 after a record August - Electrek
2024-09-06,2024-09-02,"Who won the 2024 Super Bowl? Looking back at the winner, loser, more - Cincinnati Enquirer"
2024-09-06,2024-09-03,2024 ALA Award Winners - American Libraries Magazine
2024-09-06,2024-09-03,When is NFL Week 1? Full schedule for regular season opening week - USA TODAY
2024-09-06,2024-09-03,Metro Phoenix added this many new apartments in 2024 - azcentral.com
2024-09-06,2024-09-03,Travel industry to contribute record $11 trillion to global GDP in 2024
2024-09-06,2024-09-03,Analysis: Trump is still telling lies he told eight years ago
2024-09-06,2024-09-03,Q3 2024 update: How many US EV charging ports there are now
2024-09-06,2024-09-03,Mayan Warrior Builds A New Art Vehicle Debuting At Burning Man 2024
2024-09-06,2024-09-03,"Goldman Sachs Plans to Cut 1,300 Jobs This Fall - Forbes"
2024-09-06,2024-09-03,Android 14 September security patch rolling out for Pixel - 9to5Google
2024-09-06,2024-09-04,Exchange Rates History for 4 September 2024 (04/09/2024)
2024-09-06,2024-09-04,09-04-2024 Daily Edition - The Hollywood Reporter
2024-09-06,2024-09-04,Presidential election odds: What bettors and polls say about 2024 - USA TODAY
2024-09-06,2024-09-04,School shootings: 23 K-12 campuses have been subject to gun violence this year - USA TODAY
2024-09-06,2024-09-04,Top pollster finds Trump has 58% chance of winning 2024 race - New York Post
2024-09-06,2024-09-04,Biden administration announces major actions to tackle Russian efforts to influence 2024 election
2024-09-06,2024-09-04,2024 Defense of Japan Report - USNI News
2024-09-06,2024-09-04,Tim Walz hit with House subpoena for records on $250M Minn. COVID fraud - New York Post
2024-09-06,2024-09-04,"Ironman Wisconsin 2024 triathlon in Madison, dates, course, race info - Milwaukee Journal Sentinel"
2024-09-06,2024-09-04,"Southwest brings back buy-one, get-one-free Companion Pass promotion - CNN"
2024-09-06,2024-09-04,"Venezuela: Brutal Crackdown on Protesters, Voters"
2024-09-06,2024-09-04,"Climate Change Is Making Glacier Tourism More Popular, and Riskier - The New York Times"
2024-09-06,2024-09-05,Exchange Rates History for 5 September 2024 (05/09/2024)
2024-09-06,2024-09-05,Election 'Nostradamus' predicts Kamala Harris will win 2024 presidential race - New York Post
2024-09-06,2024-09-05,"Summer 2024 was the hottest on record, scientists say - USA TODAY"
2024-09-06,2024-09-05,The planet endures its hottest summer on record - CNN
2024-09-06,2024-09-05,The planet endures its hottest summer on record — for the second straight year | CNN - CNN International
2024-09-06,2024-09-05,When to book holiday travel 2024? Here's what Google Flights says
2024-09-06,2024-09-05,Harvard comes in dead last in nationwide free speech rankings
2024-09-06,2024-09-05,"Stars release 2024-25 promotional schedule, including two popular players’ bobbleheads - Dallas News"
2024-09-06,2024-09-05,and isn't — complying with the MBTA Communities Act? - WBUR
2024-09-06,2024-09-06,"OpenAI's annualized revenue hits $10 billion, up from $5.5 billion in December 2024"
2024-10-11,2024-10-05,The 10 Best New Movies On Netflix In October 2024
2024-10-11,2024-10-05,10/05/2024: Nice Weekend Ahead of Changes - NEWS10 ABC
2024-10-11,2024-10-05,News from 110 years ago: 10/05/2024 - record-eagle.com
2024-10-11,2024-10-05,"Bishop Gorman defeats Foothill: Live score, updates of Nevada high school football in sixth week (10/05/2024) - Sports Illustrated"
2024-10-11,2024-10-07,Exchange Rates History for 10 July 2024 (10/07/2024)
2024-10-11,2024-10-07,"July 10, 2024, presidential debate and election news"
2024-10-11,2024-10-07,US Dollar Exchange Rates for 10/07/2024 (10 July 2024)
2024-10-11,2024-10-07,"July 10, 2024, presidential debate and election news | CNN Politics - CNN International"
2024-10-11,2024-10-08,US Dollar Exchange Rates for 10/08/2024 (10 August 2024)
2024-10-11,2024-10-08,Exchange Rates History for 8 October 2024 (08/10/2024)
2024-10-11,2024-10-08,10/08/2024: Continuing to Cool Down - NEWS10 ABC
2024-10-11,2024-10-08,2024 Olympics in Paris medal count updates: Tally by country today August 10
2024-10-11,2024-10-09,Exchange Rates History for 10 September 2024 (10/09/2024)
2024-10-11,2024-10-09,TA events starting 10/09/2024 | | timesargus.com
2024-10-11,2024-10-09,Gold Rate Today 10-09-2024: Check latest prices in your city
2024-10-11,2024-10-09,US Dollar Exchange Rates for 10/09/2024 (10 September 2024)
2024-10-11,2024-10-10,Exchange Rates History for 10 October 2024 (10/10/2024)
2024-10-11,2024-10-11,"2024 Veterans Day freebies, free meals near me today: Nov 11 deals, discounts - Courier-Journal"
2024-10-11,2024-10-11,"2024 Veterans Day freebies near me: Free meals, deals, discounts on Nov. 11 - Courier-Journal"
2024-11-12,2024-11-06,Voter turnout in 2024: Map shows how they compare by state - The Washington Post
2024-11-12,2024-11-06,Exchange Rates History for 6 November 2024 (06/11/2024)
2024-11-12,2024-11-07,Exchange Rates History for 11 July 2024 (11/07/2024)
2024-11-12,2024-11-07,Which states did Donald Trump win? See Electoral College map results - USA TODAY
2024-11-12,2024-11-07,Opinion: Why did Trump win again? Look how Gen Z men voted - USA TODAY
2024-11-12,2024-11-07,"July 11, 2024, Biden press conference at NATO Summit, presidential debate and election news"
2024-11-12,2024-11-07,Trump first candidate in 40 years to sweep key 2024 swing states - New York Post
2024-11-12,2024-11-07,Donald Trump Is Unfit for a Second Term - The New York Times
2024-11-12,2024-11-07,Summerfest attendance for the rainy 2024 festival is down 11%
2024-11-12,2024-11-07,US Dollar Exchange Rates for 11/07/2024 (11 July 2024)
2024-11-12,2024-11-08,Hong Kong Dollar Exchange Rates for 11/08/2024 (11 August 2024)
2024-11-12,2024-11-08,"2024 Veterans Day freebies near me: Free meals, deals, discounts on Nov. 11 - Courier-Journal"
2024-11-12,2024-11-08,US Dollar Exchange Rates for 08/11/2024 ( 8 November 2024)
2024-11-12,2024-11-08,Why Trump won the 2024 election — 9 takeaways - NPR
2024-11-12,2024-11-08,Election 2024 recap: Control of the House on the line; see the tally - USA TODAY
2024-11-12,2024-11-09,Exchange Rates History for 11 September 2024 (11/09/2024)
2024-11-12,2024-11-09,11/09/2024: A More Familiar November Feel - NEWS10 ABC
2024-11-12,2024-11-09,VMAs 2024: Full list of nominees and winners - New York Post
2024-11-12,2024-11-09,"MTV VMAs 2024: Date, time and what channel to watch - USA TODAY"
2024-11-12,2024-11-09,What is Veterans Day? What to know ahead of the holiday
2024-11-12,2024-11-09,Trump’s win was real but not a landslide. Here’s where it ranks
2024-11-12,2024-11-09,The first 2024 ballots are in the mail. Here’s what to know
2024-11-12,2024-11-09,Trump's 2024 victory gives new life to his 2020 fraud claims - NPR
2024-11-12,2024-11-09,Foreign influence efforts reached a fever pitch during the 2024 elections - NPR
2024-11-12,2024-11-09,US Dollar Exchange Rates for 11/09/2024 (11 September 2024)
2024-11-12,2024-11-10,Exchange Rates History for 11 October 2024 (11/10/2024)
2024-11-12,2024-11-10,11/10/2024 Suns vs Kings Game Preview | Phoenix Suns - NBA.com
2024-11-12,2024-11-10,FINAL Washington high school football rankings (11/10/2024) - MSN
2024-11-12,2024-11-10,What’s open and closed on Veterans Day 2024 | CNN Business
2024-11-12,2024-11-10,Veterans Day deals 2024: Restaurants with free meals include Chili's
2024-11-12,2024-11-10,"2024 Veterans Day freebies, free meals near me today: Nov 11 deals, discounts - Courier-Journal"
2024-11-12,2024-11-10,US Dollar Exchange Rates for 11/10/2024 (11 October 2024)
2024-11-12,2024-11-11,Windows 11’s big 2024 Update: How and when you’ll get it
2024-11-12,2024-11-11,How the 11/11 Portal in 2024 Will Affect Your Zodiac Sign - People.com
2024-11-12,2024-11-11,"2024 Veterans Day freebies, free meals near me today: Nov 11 deals, discounts - Courier-Journal"
2024-11-12,2024-11-11,"Microsoft's big Windows 11 2024 Update is now available, here's what you need to know | Windows Central"
2024-11-12,2024-11-11,Veterans Day deals 2024: Restaurants with free meals include Chili's
2024-11-12,2024-11-11,Windows 11 2024 Update even gives unsupported PCs a performance boost
2024-11-12,2024-11-11,"2024 Veterans Day freebies near me: Free meals, deals, discounts on Nov. 11 - Courier-Journal"
2024-11-12,2024-11-12,Exchange Rates History for 12 November 2024 (12/11/2024)
2024-11-12,2024-11-12,November 2024 full moon is a super moon and the beaver moon - USA TODAY
2024-11-12,2024-11-12,The common national experience that explains Trump’s 2024 gains
2024-11-12,2024-11-12,"Powerball lottery drawing 12/11/24: Winning numbers, jackpot results - IndyStar"
2024-11-12,2024-11-12,"Big 12 football's conference championship tiebreaker rules in 2024, explained - For The Win"
2024-11-12,2024-11-12,Exchange Rates History for 11 December 2024 (11/12/2024)
2024-11-14,2024-11-08,Hong Kong Dollar Exchange Rates for 11/08/2024 (11 August 2024)
2024-11-14,2024-11-08,"2024 Veterans Day freebies near me: Free meals, deals, discounts on Nov. 11 - Courier-Journal"
2024-11-14,2024-11-08,US Dollar Exchange Rates for 08/11/2024 ( 8 November 2024)
2024-11-14,2024-11-08,Why Trump won the 2024 election — 9 takeaways - NPR
2024-11-14,2024-11-08,Election 2024 recap: Control of the House on the line; see the tally - USA TODAY
2024-11-14,2024-11-09,Exchange Rates History for 11 September 2024 (11/09/2024)
2024-11-14,2024-11-09,11/09/2024: A More Familiar November Feel - NEWS10 ABC
2024-11-14,2024-11-09,VMAs 2024: Full list of nominees and winners - New York Post
2024-11-14,2024-11-09,"MTV VMAs 2024: Date, time and what channel to watch - USA TODAY"
2024-11-14,2024-11-09,What is Veterans Day? What to know ahead of the holiday
2024-11-14,2024-11-09,Trump’s win was real but not a landslide. Here’s where it ranks
2024-11-14,2024-11-09,The first 2024 ballots are in the mail. Here’s what to know
2024-11-14,2024-11-09,Trump's 2024 victory gives new life to his 2020 fraud claims - NPR
